SizeRank,SizeRank,DisplayName,PrimaryPayerId,Other Names,Aliases IDs,OperatingStates,Programs,WebsiteUrl,Credentialing,Credentialing,Eligibility Checks,Patient Cost Estimates,Patient Cost Estimates,Submit Claims,Receive ERAs,Enroll to receive ERAs,ERA enrollment type,ERA enrollment timeline,CoverageTypes
703,703,Inland Empire Health Plan (Covered California),IECCA,IEHP,1879|3950|IECCA,,,https://www.iehp.org,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,medical
769,769,CountyCare,6541,Cook County Health|CountyCare Health Plan,06541|11143|3170|7738|9688|CTYCHP|CTYCR,IL,,https://countycare.com,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,MULTI_STEP,HOURS,medical
2807,2807,Delta Dental North Carolina,56101,Delta Dental of Minnesota - Only ERA|Delta Dental of Nebraska - Only ERA|Delta Dental of New Mexico - Only ERA|Delta Dental of Ohio - Only ERA|Delta Dental of Tennessee - Only ERA,10730|56101|DDNC,NC,,https://deltadentalnc.com,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,ONE_CLICK,OVER_4_WEEKS,dental
2531,2531,Swedish Covenant Hospital,36411,,36411|6848|9510,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,medical
2089,2089,ActivHealthCare,AHC01,Activ,AHC01,,COMMERCIAL,https://www.activhealthcare.com,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,medical
523,523,Beacon Health Options,FHC &AFFILIATES,,FHC &AFFILIATES,,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,MULTI_STEP,HOURS,medical
3557,3557,Reimbursement Specialists Inc,ZP1346,ebm Insurance Solutions,ZP1346,,,https://getebm.com,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,MULTI_STEP,HOURS,
1578,1578,WellNet Healthcare Administrators,93669,,93669,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,MULTI_STEP,HOURS,dental|medical
1045,1045,Auxilio Salud Plus Inc,660647362,,47362|660647362,PR,,https://auxiliosaludplus.com,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,dental|medical|vision
316,316,Molina Healthcare South Carolina,46299,,10815|46299|6794|MLNSC|MOLINA_SC|SCMLNA,SC,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,dental|medical|vision
2080,2080,O'Reilly Auto Parts,J1670,,J1670,,WORKERS_COMPENSATION,https://corporate.oreillyauto.com,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
907,907,The Benefit Group Incorporated,TBGNE,,46482|7438|TBGNE,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,dental|medical
628,628,Mass General Brigham Health Plan,4293,Allways Health Partners|Neighborhood Health Plan,00291|04293|10377|5457|8588|CLSVQ|NBRHP|NGHBHP,ME|MA|NH|RI|VT,COMMERCIAL,https://massgeneralbrighamhealthplan.org,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,dental|medical|vision
601,601,CDPHP,141641028,Capital District Physicians Health Plan|Capital District Physicians' Health Plan,10458|12X03|141641028|2987|3786|95491|CDPHP|DX036|GITEY|JCUFN|SX065|SX065MA|ZNJOR,NY,,https://www.cdphp.com,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,dental|medical|vision
116,116,Aetna Better Health Ohio,50023,Aetna Better Health of Ohio,10887|50023|50023MA|6876|7652|ABHOH,OH,MEDICAID,https://www.aetnabetterhealth.com,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,dental|medical
2077,2077,Kelly Benefits,23274,Gettysburg Health Administrators|HealthGroup Limited,23274,,COMMERCIAL,https://kellybenefits.com,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,medical
1383,1383,Longevity Health Colorado,LCO01,Longevity Health Plan|Longevity Health Plan of Colorado,16583|2863|8073|LCO01,CO,,https://longevityhealthplan.com,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,dental|medical
256,256,Kaiser Foundation Health Plan Southern California,94134,,10239|1703|4576|94134|94134MA|KS001|KSRCS|KSRSCA,CA,COMMERCIAL,https://kaiserpermanente.org,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,MULTI_STEP,WEEKS,medical|vision
2278,2278,California Fair Services Authority,J1535,,J1535,,,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
2732,2732,Technology Insurance Company,J1855,,J1855,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,medical
3466,3466,UCS RTG Medical Group,97736,,97736,,,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,medical
375,375,Medicare Maine Part B,14112,Maine Medicare|National Government Services (NGS) - Maine,14112|2472|JSMME0|MEMCR|SMME0,ME,MEDICARE,https://www.cms.gov,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,MULTI_STEP,WEEKS,dental|medical
534,534,Blue Cross and Blue Shield of Nebraska,77780,Blue Cross Blue Shield Nebraska|Blue Cross Nebraska|Blue Cross and Blue Shield of Nebraska - Medicare Advantage|Blue Shield Nebraska|Blue Shield Nebraska Medicare Advantage Plan|BlueCross BlueShield Nebraska|Nebraska Blue,00260|00760|100043|10384|1417|470095156|77780|BCNEC|CBNE1|NEBCBS|NEBLS|SB760|SB760MA,NE,COMMERCIAL|MEDICARE,https://www.nebraskablue.com,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,dental|medical|vision
1179,1179,Health Plan of Upper Ohio Valley,95677,,10657|2824|7551|95677|HLTPLN|HPOUV|HPOUVMA,WV,MEDICAID,https://www.healthplan.org,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,dental|medical|vision
1810,1810,Barrett Business Services Incorporated (BBSI),J1686,,J1686,,,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
787,787,Sedgwick,11001T,Claims Management Service Incorporated,11001T|CLMMS,,COMMERCIAL,https://www.sedgwick.com,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
1946,1946,Longevity Health New York,LNY01,Longevity Health Plan|Longevity Health Plan of New York,16588|3011|8260|LNY01,NY,,https://longevityhealthplan.com,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,dental|medical
1817,1817,Affiliated Partners IPA,POP09,Affiliated Partners Independent Practice Association|PremierOne Plus MSO,9737|POP09,CA,COMMERCIAL,https://popmso.com,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,medical
2207,2207,Hanover Lloyds Insurance Company,J1588,,00375|J1588,,,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,medical
2448,2448,Morongo Basin Transit Authority California,J1651,,J1651,,,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
374,374,Medicare Wisconsin Part B,6302,Wisconsin Medicare|Wisconsin Physicians Service (WPS) - Wisconsin,06302|1434|2288|JSMWI0|SMWI0|WIMCR,WI,MEDICARE,https://www.cms.gov,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,MULTI_STEP,WEEKS,dental|medical
1809,1809,Globe Life Insurance Company of New York,10987,First United American Insurance Company|Wisconsin Department of Corrections,10987|4069|74101|8813|FUNAI,,MEDICARE,https://www.globelifeofnewyork.com,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,MULTI_STEP,HOURS,medical
2154,2154,County of Santa Barbara (California),J1631,County Santa Barbara CSAC (California)|County Santa Barbara Non-CSAC (California),J1631,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
677,677,Early Intervention Central Billing,36434,EI-CBO|EICBO|Early Intervention Central Billing Office,3477|36434,IL,,https://eicbo.info,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
3077,3077,APS Healthcare Puerto Rico Inc,66056,,66056|6857|7638,PR,,https://apshealth.com,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
1070,1070,OhioHealthy,48116,OhioHealth,1838|3652|48116|5472,OH,COMMERCIAL,https://www.ohiohealthyplans.com,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,medical|vision
551,551,Blue Cross and Blue Shield of Kansas City,47171,Blue Cross Blue Shield of Kansas City|Blue KC,10473|4419|47171|DX067|KCBCBS|KCBLS|KSBLS|SB740|SB740MA,MO,COMMERCIAL|MEDICARE,https://www.bluekc.com,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,dental|medical|vision
756,756,WPS Health Insurance,WPS01,Health Solutions|WPS|Wisconsin Commercial|Wisconsin Physicians Service Commercial,12X29|WPS01,,,https://www.wpshealth.com,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,MULTI_STEP,HOURS,medical|vision
50,50,Vivity,10993,Anthem Blue Cross|Anthem Blue Cross Blue Shield of California|Vivity Health,10993,CA,COMMERCIAL,https://www.vivityhealth.com,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,,dental|medical|vision
1816,1816,City of St. Paul (Minnesota),J1602,,J1602,,,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
3378,3378,Stonebridge Life Insurance Company (Valley For),SLIC1,Stonebridge Life Insurance Company (Valley Forge Pennsylvania),SLIC1,,,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,medical
1162,1162,MCS,L0170,MCS Healthcare Holdings|MCS Life Insurance Company|MCS Puerto Rico|Medical Card System,10952|6197P|66039|L0170|QFVIA|Z1419,PR,COMMERCIAL,https://mcs.com.pr,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,dental|medical|vision
2416,2416,Long Beach Unified School District,J1515,,J1515,,,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
5,5,Anthem Blue Cross Blue Shield of New York,803,Anthem Blue Cross Blue Shield of New York - Medicare Advantage|Anthem HealthChoice Assurance|Anthem Insurance Companies|Empire Blue Cross Blue Shield - Anthem Blue Cross Blue Shield New York|Empire Blue Cross Blue Shield - Anthem Blue Cross Blue Shield New York (Medicaid Reclamation),00303|00803|00803R|10043|303|4437|803|EIJLI|EMHECH|NYBLS|SB803|SB803MA,NY,COMMERCIAL|MEDICARE|MEDICAID,https://www.anthem.com,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,dental|medical|vision
3303,3303,Heritage Victor Valley Medical Group,VVMG1,,30862|7274|VVMG1,,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,medical
2505,2505,Riverport Insurance (Minnesota School Board Association),J1546,,J1546,,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
1399,1399,C and O Employees’ Hospital Association,23708,C and O Employees Hospital Association|COEHA,00131|10997|23708|2850|5027,,MEDICARE,https://coeha.com,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,medical
2357,2357,Employers General Insurance Group,J1696,,J1696,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
409,409,Medicare Pennsylvania Part A,12501,,12501|IMPA0,PA,MEDICARE,https://www.cms.gov,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,MULTI_STEP,WEEKS,dental|medical
1462,1462,Health Services for Children with Special Needs,37290,HSCSN,10584|1920|2297|37290,DC,,https://www.hscsnhealthplan.org,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
1480,1480,BPA - Hylton Payroll ,19753,Benefit Plan Administrators,1217|19753|4511,,COMMERCIAL,https://bpatpa.com,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,MULTI_STEP,HOURS,medical
2181,2181,Avalon Healthcare Solutions (North Carolina),AVA02,,1251|AVA02,,,https://www.avalonhcs.com,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,medical
2472,2472,Pegi Family Dining,J1093,,J1093,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
2466,2466,OSI Group LLC,J1904,,J1904,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
757,757,MSA Care Guard,20572,Ametros Medicare Set Asides CareGuard,20572|7876,,,https://ametros.com,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,medical
1966,1966,Montgomery County Self Insurance Program,J1890,MCSIP|Montgomery County Government Self Insurance Program,J1890,MD,WORKERS_COMPENSATION,https://mcsip.org,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
718,718,Psychealth Care Management LLC,A2797,Holistic Psychealth LLC,A2797,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
2922,2922,Meritage Medical Network – Central Valley,FCMA1,First Choice MA Plans|First Choice Medicare Advantage Plans,FC002|FCMA1,CA,MEDICARE,https://www.meritagemed.com,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,medical
1915,1915,Ascension Living Alexian PACE,44423,Alexian Brothers Community Services Tennessee,44423|7897,TN,MEDICARE|MEDICAID,https://www.ascensionliving.org,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,medical
791,791,UHP Management,UHP01,,8843|UHP01,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,medical
1025,1025,AblePay Health,ABLPY,,1073|15551|7896|ABLPY,,COMMERCIAL,https://ablepayhealth.com,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
1534,1534,HealthSmart,34145,Klais and Company,34145|5422|6555,,,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,dental|medical
72,72,Optum Salt Lake County,U6885,Optum Behavioral Health SLCO|Optum Behavioral Health Salt Lake County|Optum Salt Lake County Public Sector|OptumHealth Salt Lake County,6602|6886|HT006885-001|U6885,,,https://www.optumhealthslco.com,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,medical
2431,2431,Main Street America Group Surplus Non-Admitted,J1839,,J1839,,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
1010,1010,Chubb Services,J1561,,J1561,,,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
3306,3306,KSKJ Life,10748,Slovenian Catholic Union of America,10748|Z95791,,,https://www.kskjlife.com,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,,vision
2551,2551,Underwriters Safety and Claims,TP108,,TP108,,,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
1148,1148,Medical Associates Health Plans,MAHC1,Health Choices,00439|MAHC1|MAHP1|Z1269|Z1269MA,IL|IA|WI,COMMERCIAL|MEDICARE,https://www.mahealthplans.com,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,dental|medical
721,721,Health Choice Utah,45399,,45399|6775|7623,UT,,https://healthchoiceutah.com,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,MULTI_STEP,WEEKS,medical
2253,2253,American Insurance Company of Texas,81949,,4162|7969|81949,,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,medical
1511,1511,ICW Group,27847,ICW Group Insurance Companies|Insurance Company of the West,27847,,WORKERS_COMPENSATION,https://www.icwgroup.com,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
1317,1317,Employee Benefit Services,37216,Employee Benefit Services South Carolina,2836|37216|7528|Z96292,,COMMERCIAL,https://ebsincms.com,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,dental|medical
1506,1506,Duly Health and Care,DMG01,Boncura Health Solutions,2234|5994|DMG01|TH088,IL,,https://www.dulyhealthandcare.com,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
1835,1835,Disneyland Resorts (BUNCH),J1933,Disneyland Resorts (Bunch),J1933,,,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
968,968,Insurance Design Administrators,13315,IDA,13315|2871|3906|IHS16,,COMMERCIAL,https://idatpa.com,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,MULTI_STEP,HOURS,medical
2478,2478,Preferred Employers Group,J1096,,J1096,,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
1453,1453,America's Choice Healthplans,20029,Americas Choice Healthplans|NMA,20029|4468|8932,,COMMERCIAL,https://www.achonline.com,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,medical
2350,2350,Eastman Kodak Company,J1903,,J1903,,,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
328,328,CareFirst BlueCross BlueShield District of Columbia (NCA),SB580,BCBS DC and National Capital Area|CareFirst Blue Cross Blue Shield,00080|11102|1509|2425|BCDCC|DCBCBS|DCBLS|SB580|SB580MA,GA|DC,,https://www.carefirst.com,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,dental|medical|vision
1895,1895,Elderhaus,64192,"Elderhaus, Inc.|EveryAge",64192,NC,MEDICARE|MEDICAID,https://elderhaus.com,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,dental|medical
1567,1567,Mayo Clinic Recovery and Claims Services,41193,,41193,,WORKERS_COMPENSATION,https://connect.employees.mayo.edu,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
78,78,WellMed,TH023,UnitedHealthcare|WellMed Medical Management Inc.,00175|101366|16574|3201|7923|PEGUN|TH023|TH023MA|WELM2,FL|TX,,https://www.wellmed.net,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,dental|medical|vision
2593,2593,John Morrell,38310,,38310|4291,,,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,medical
132,132,Aetna Better Health New Jersey,46320,Aetna Better Health of New Jersey,10994|46320|7190|8629|ABHNJ,NJ,MEDICAID,https://www.aetna.com,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,dental|medical
2321,2321,Clougherty Packing LLC,J1739,,J1739,,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
1308,1308,Aegis Administrative Services,BC637,,BC637,AL|FL|GA|MS|NC|SC|TN|VA,COMMERCIAL,https://www.aegisadm.com,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,medical
746,746,Physmetrics,PM001,PhysMetrics,48008|PM001,,COMMERCIAL,https://www.simpletherapy.com,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,medical
2173,2173,Teddy Health,TEDDY,,TEDDY,,,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,dental|medical
1489,1489,J.P. Farley,34136,J.P. Farley Corporation|JP Farley Corporation,34136|3771,,COMMERCIAL,https://www.jpfarley.com,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,MULTI_STEP,HOURS,medical
3154,3154,Community Care Independent Practice Association,MPM48,Community Care IPA|MedPOINT Management,2081|8226|MPM48,,,https://www.medpointmanagement.com,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,MULTI_STEP,WEEKS,medical
913,913,Eberle Vivian,EV001,,7294|EV001,,,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,medical
2440,2440,Metcare Health Plans,65113,MetCare Health Plans,4282|65113,,,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,medical
377,377,Medicare Rhode Island Part B,14412,National Government Services (NGS) - Rhode Island,14412|2268|7419|JSMRI0|RIMCR|SMRI0,RI,MEDICARE,https://www.cms.gov,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,MULTI_STEP,WEEKS,dental|medical
1808,1808,San Bernardino City Unified School District,J1741,,J1741,,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
2266,2266,Bass Pro Group LLC,J1958,,J1958,,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
1681,1681,Advance America Cash Advance Centers,J1843,,J1843,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
484,484,Medicaid Vermont,100302,Department of Vermont Health Access|Vermont Medicaid,100302|10197|12K26|3569|3570|CKVT1|SKVM0|SKVT0|VERMONTGMC|VTMCD,VT,MEDICAID,https://www.vtmedicaid.com,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,MULTI_STEP,WEEKS,dental|medical|vision
693,693,Midlands Choice,47080,,1742|47080|6588,,COMMERCIAL,https://www.midlandschoice.com,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,medical
473,473,Medicaid Illinois,IL621,Illinois Department of Healthcare and Family Services|Illinois Medicaid|Medicaid Illinois IDPA,10102|1563|2488|IL621|IL622|ILMCD|ILMCI|SKIL0|VWMIM,IL,MEDICAID,https://hfs.illinois.gov,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,MULTI_STEP,WEEKS,dental|medical
3377,3377,Stonebridge Life Insurance Company (Cedar Rapids),SLIC2,Stonebridge Life Insurance Company (Cedar Rapids Iowa),SLIC2,,,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,medical
2627,2627,YesCare,43160,,2831|43160,,,https://www.yescarecorp.com,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,medical
2594,2594,MedFocus,95321,,3765|95321,,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,medical
1626,1626,Point Comfort Underwriters - ORR Unaccompanied Childrens Programs,PCU01,,1129|PCU01,,,https://pointcomfort.com,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,dental|medical
1791,1791,City Of Minneapolis,A0287,,A0287,,,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,MULTI_STEP,HOURS,
1036,1036,LACH HealthNet by MedPoint,MPM19,LA Care HealthNet by Medpoint|MedPOINT Management,1057|7884|MPM19,CA,,https://www.medpointmanagement.com,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,medical
1187,1187,Capitol Administrators (Lucent Health),68011,GTESS|Lucent Health California,10903|17380|2810|2989|6797|68011|CX095|GRIJQ,CA,COMMERCIAL,https://lucenthealth.com,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,dental|medical
847,847,Point C,IHS29,Point C Health,IHS29|MEDPY|TYQMG,,,https://www.pointchealth.com,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,dental|medical
3591,3591,EnableCompMVA,L0241,,L0241,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,
2686,2686,Indiana Insurance,J1425,,J1425,,,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,,,medical
2248,2248,ACIG Insurance Company,J1578,,J1578,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
2310,2310,City of San Diego,J1497,,J1497,,,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
336,336,HIP / EmblemHealth Insurance Company,55247,EmblemHealth|HIP Health Insurance Plan of Greater New York|HIPIC,10406|1896|55247|55247MA|8599|E5247|XCBVF,NY,,https://www.emblemhealth.com,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,dental|medical|vision
3410,3410,FedEx Freight Health Benefit,TLU64,,TLU64,,,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,,medical
1583,1583,Automated Group Administration,37280,AGA|Automated Group Administration Incorporated|Automated Group Administrators,37280|3878|4931,,,https://www.aga-tpa.com,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,MULTI_STEP,HOURS,medical
1077,1077,Solis Health Plans,SOLIS,,SOLIS,FL,MEDICARE,https://solishealthplans.com,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,MULTI_STEP,HOURS,medical
2410,2410,Juvenile Jail Facility Management,J1077,,J1077,,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,ONE_CLICK,DAYS,medical
595,595,Quartz,39180,"QHPMC|Quartz Benefits|Quartz Health Benefit Plans Corporation|Quartz Health Insurance Corporation|Quartz Health Plan Corporation|Quartz Health Plan MN Corporation|Quartz Health Solutions, Inc.|Unity Health Insurance",10349|13298|39180|39180MA|66705|7264|8677|QUARTZ,IL|IA|MN|WI,COMMERCIAL,https://quartzbenefits.com,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,ONE_CLICK,WEEKS,dental|medical|vision
